reg_x,reg_y,smem_x,smem_y,redu_step,K,active_blocks
2,16,16,2,4,2048,32
2,16,32,1,4,2048,32
2,16,1,64,4,2048,5
2,16,2,32,4,2048,11
2,16,4,16,4,2048,18
2,16,8,8,4,2048,18
2,16,16,4,4,2048,18
2,16,32,2,4,2048,18
2,16,64,1,4,2048,16
2,16,1,128,4,2048,2
2,16,2,64,4,2048,5
2,16,4,32,4,2048,9
2,16,8,16,4,2048,9
2,16,16,8,4,2048,9
2,16,32,4,4,2048,9
2,16,64,2,4,2048,9
2,16,128,1,4,2048,7
2,16,2,128,4,2048,2
2,16,4,64,4,2048,4
2,16,8,32,4,2048,4
2,16,16,16,4,2048,4
2,16,32,8,4,2048,4
2,16,64,4,4,2048,4
2,16,128,2,4,2048,4
2,16,256,1,4,2048,3
2,16,4,128,4,2048,2
2,16,8,64,4,2048,2
2,16,16,32,4,2048,2
2,16,32,16,4,2048,2
2,16,64,8,4,2048,2
2,16,128,4,4,2048,2
2,16,256,2,4,2048,2
2,16,512,1,4,2048,1
2,16,8,128,4,2048,1
2,16,16,64,4,2048,1
2,16,32,32,4,2048,1
2,16,64,16,4,2048,1
2,16,128,8,4,2048,1
2,16,256,4,4,2048,1
2,16,512,2,4,2048,1
2,16,1024,1,4,2048,0
2,16,16,128,4,2048,0
2,16,32,64,4,2048,0
2,16,64,32,4,2048,0
2,16,128,16,4,2048,0
2,16,256,8,4,2048,0
2,16,512,4,4,2048,0
2,16,1024,2,4,2048,0
2,16,1,32,8,4096,5
2,16,2,16,8,4096,11
2,16,4,8,8,4096,22
2,16,8,4,8,4096,32
2,16,16,2,8,4096,32
2,16,32,1,8,4096,28
2,16,1,64,8,4096,2
2,16,2,32,8,4096,5
2,16,4,16,8,4096,11
2,16,8,8,8,4096,18
2,16,16,4,8,4096,18
2,16,32,2,8,4096,18
2,16,64,1,8,4096,14
2,16,2,64,8,4096,2
2,16,4,32,8,4096,5
2,16,8,16,8,4096,9
2,16,16,8,8,4096,9
2,16,32,4,8,4096,9
2,16,64,2,8,4096,9
2,16,128,1,8,4096,7
2,16,4,64,8,4096,2
2,16,8,32,8,4096,4
2,16,16,16,8,4096,4
2,16,32,8,8,4096,4
2,16,64,4,8,4096,4
2,16,128,2,8,4096,4
2,16,256,1,8,4096,3
2,16,8,64,8,4096,2
2,16,16,32,8,4096,2
2,16,32,16,8,4096,2
2,16,64,8,8,4096,2
2,16,128,4,8,4096,2
2,16,256,2,8,4096,2
2,16,512,1,8,4096,1
2,16,16,64,8,4096,1
2,16,32,32,8,4096,1
2,16,64,16,8,4096,1
2,16,128,8,8,4096,1
2,16,256,4,8,4096,1
2,16,512,2,8,4096,1
2,16,32,64,8,4096,0
2,16,64,32,8,4096,0
2,16,128,16,8,4096,0
2,16,256,8,8,4096,0
2,16,512,4,8,4096,0
2,16,1,32,16,8192,2
2,16,2,16,16,8192,5
2,16,4,8,16,8192,11
2,16,8,4,16,8192,19
2,16,16,2,16,8192,24
2,16,32,1,16,8192,19
2,16,2,32,16,8192,2
2,16,4,16,16,8192,5
2,16,8,8,16,8192,10
2,16,16,4,16,8192,16
2,16,32,2,16,8192,16
2,16,64,1,16,8192,10
2,16,4,32,16,8192,2
2,16,8,16,16,8192,5
2,16,16,8,16,8192,9
2,16,32,4,16,8192,9
2,16,64,2,16,8192,9
2,16,128,1,16,8192,5
2,16,8,32,16,8192,2
2,16,16,16,16,8192,4
2,16,32,8,16,8192,4
2,16,64,4,16,8192,4
2,16,128,2,16,8192,4
2,16,256,1,16,8192,2
2,16,16,32,16,8192,2
2,16,32,16,16,8192,2
2,16,64,8,16,8192,2
2,16,128,4,16,8192,2
2,16,256,2,16,8192,2
2,16,32,32,16,8192,1
2,16,64,16,16,8192,1
2,16,128,8,16,8192,1
2,16,256,4,16,8192,1
2,16,64,32,16,8192,0
2,16,128,16,16,8192,0
2,16,256,8,16,8192,0
2,16,2,16,32,16384,2
2,16,4,8,32,16384,5
2,16,8,4,32,16384,9
2,16,16,2,32,16384,12
2,16,32,1,32,16384,9
2,16,4,16,32,16384,2
2,16,8,8,32,16384,5
2,16,16,4,32,16384,8
2,16,32,2,32,16384,8
2,16,64,1,32,16384,5
2,16,8,16,32,16384,2
2,16,16,8,32,16384,4
2,16,32,4,32,16384,6
2,16,64,2,32,16384,4
2,16,128,1,32,16384,2
2,16,16,16,32,16384,2
2,16,32,8,32,16384,4
2,16,64,4,32,16384,4
2,16,128,2,32,16384,2
2,16,32,16,32,16384,2
2,16,64,8,32,16384,2
2,16,128,4,32,16384,2
2,16,64,16,32,16384,1
2,16,128,8,32,16384,1
4,1,1,32,1,512,32
4,1,2,16,1,512,32
4,1,4,8,1,512,32
4,1,8,4,1,512,32
4,1,16,2,1,512,32
4,1,32,1,1,512,32
4,1,1,64,1,512,32
4,1,2,32,1,512,32
4,1,4,16,1,512,32
4,1,8,8,1,512,32
4,1,16,4,1,512,32
4,1,32,2,1,512,32
4,1,64,1,1,512,32
4,1,1,128,1,512,16
4,1,2,64,1,512,16
4,1,4,32,1,512,16
4,1,8,16,1,512,16
4,1,16,8,1,512,16
4,1,32,4,1,512,16
4,1,64,2,1,512,16
4,1,128,1,1,512,16
4,1,1,256,1,512,8
4,1,2,128,1,512,8
4,1,4,64,1,512,8
4,1,8,32,1,512,8
4,1,16,16,1,512,8
4,1,32,8,1,512,8
4,1,64,4,1,512,8
4,1,128,2,1,512,8
4,1,256,1,1,512,8
4,1,1,512,1,512,4
4,1,2,256,1,512,4
4,1,4,128,1,512,4
4,1,8,64,1,512,4
4,1,16,32,1,512,4
4,1,32,16,1,512,4
4,1,64,8,1,512,4
4,1,128,4,1,512,4
4,1,256,2,1,512,4
4,1,512,1,1,512,4
4,1,1,1024,1,512,2
4,1,2,512,1,512,2
4,1,4,256,1,512,2
4,1,8,128,1,512,2
4,1,16,64,1,512,2
4,1,32,32,1,512,2
4,1,64,16,1,512,2
4,1,128,8,1,512,2
4,1,256,4,1,512,2
4,1,512,2,1,512,2
4,1,1024,1,1,512,2
4,1,1,2048,1,512,0
4,1,2,1024,1,512,0
4,1,4,512,1,512,0
4,1,8,256,1,512,0
4,1,16,128,1,512,0
4,1,32,64,1,512,0
4,1,64,32,1,512,0
4,1,128,16,1,512,0
4,1,256,8,1,512,0
4,1,512,4,1,512,0
4,1,1024,2,1,512,0
4,1,2048,1,1,512,0
4,1,1,32,2,1024,32
4,1,2,16,2,1024,32
4,1,4,8,2,1024,32
4,1,8,4,2,1024,32
4,1,16,2,2,1024,32
4,1,32,1,2,1024,32
4,1,1,64,2,1024,32
4,1,2,32,2,1024,32
4,1,4,16,2,1024,32
4,1,8,8,2,1024,32
4,1,16,4,2,1024,32
4,1,32,2,2,1024,32
4,1,64,1,2,1024,32
4,1,1,128,2,1024,16
4,1,2,64,2,1024,16
4,1,4,32,2,1024,16
4,1,8,16,2,1024,16
4,1,16,8,2,1024,16
4,1,32,4,2,1024,16
4,1,64,2,2,1024,16
4,1,128,1,2,1024,16
4,1,1,256,2,1024,8
4,1,2,128,2,1024,8
4,1,4,64,2,1024,8
4,1,8,32,2,1024,8
4,1,16,16,2,1024,8
4,1,32,8,2,1024,8
4,1,64,4,2,1024,8
4,1,128,2,2,1024,8
4,1,256,1,2,1024,8
4,1,1,512,2,1024,4
4,1,2,256,2,1024,4
4,1,4,128,2,1024,4
4,1,8,64,2,1024,4
4,1,16,32,2,1024,4
4,1,32,16,2,1024,4
4,1,64,8,2,1024,4
4,1,128,4,2,1024,4
4,1,256,2,2,1024,4
4,1,512,1,2,1024,4
4,1,1,1024,2,1024,2
4,1,2,512,2,1024,2
4,1,4,256,2,1024,2
4,1,8,128,2,1024,2
4,1,16,64,2,1024,2
4,1,32,32,2,1024,2
4,1,64,16,2,1024,2
4,1,128,8,2,1024,2
4,1,256,4,2,1024,2
4,1,512,2,2,1024,2
4,1,1024,1,2,1024,1
4,1,1,2048,2,1024,0
4,1,2,1024,2,1024,0
4,1,4,512,2,1024,0
4,1,8,256,2,1024,0
4,1,16,128,2,1024,0
4,1,32,64,2,1024,0
4,1,64,32,2,1024,0
4,1,128,16,2,1024,0
4,1,256,8,2,1024,0
4,1,512,4,2,1024,0
4,1,1024,2,2,1024,0
4,1,1,32,4,2048,32
4,1,2,16,4,2048,32
4,1,4,8,4,2048,32
4,1,8,4,4,2048,32
4,1,16,2,4,2048,32
4,1,32,1,4,2048,32
4,1,1,64,4,2048,32
4,1,2,32,4,2048,32
4,1,4,16,4,2048,32
4,1,8,8,4,2048,32
4,1,16,4,4,2048,32
4,1,32,2,4,2048,32
4,1,64,1,4,2048,22
4,1,1,128,4,2048,16
4,1,2,64,4,2048,16
4,1,4,32,4,2048,16
4,1,8,16,4,2048,16
4,1,16,8,4,2048,16
4,1,32,4,4,2048,16
4,1,64,2,4,2048,16
4,1,128,1,4,2048,11
4,1,1,256,4,2048,8
4,1,2,128,4,2048,8
4,1,4,64,4,2048,8
4,1,8,32,4,2048,8
4,1,16,16,4,2048,8
4,1,32,8,4,2048,8
4,1,64,4,4,2048,8
4,1,128,2,4,2048,8
4,1,256,1,4,2048,5
4,1,1,512,4,2048,4
4,1,2,256,4,2048,4
4,1,4,128,4,2048,4
4,1,8,64,4,2048,4
4,1,16,32,4,2048,4
4,1,32,16,4,2048,4
4,1,64,8,4,2048,4
4,1,128,4,4,2048,4
4,1,256,2,4,2048,4
4,1,512,1,4,2048,2
4,1,1,1024,4,2048,2
4,1,2,512,4,2048,2
4,1,4,256,4,2048,2
4,1,8,128,4,2048,2
4,1,16,64,4,2048,2
4,1,32,32,4,2048,2
4,1,64,16,4,2048,2
4,1,128,8,4,2048,2
4,1,256,4,4,2048,2
4,1,512,2,4,2048,2
4,1,1,2048,4,2048,0
4,1,2,1024,4,2048,0
4,1,4,512,4,2048,0
4,1,8,256,4,2048,0
4,1,16,128,4,2048,0
4,1,32,64,4,2048,0
4,1,64,32,4,2048,0
4,1,128,16,4,2048,0
4,1,256,8,4,2048,0
4,1,512,4,4,2048,0
4,1,1,32,8,4096,32
4,1,2,16,8,4096,32
4,1,4,8,8,4096,32
4,1,8,4,8,4096,32
4,1,16,2,8,4096,32
4,1,32,1,8,4096,22
4,1,1,64,8,4096,24
4,1,2,32,8,4096,32
4,1,4,16,8,4096,32
4,1,8,8,8,4096,32
4,1,16,4,8,4096,32
4,1,32,2,8,4096,22
4,1,64,1,8,4096,11
4,1,1,128,8,4096,12
4,1,2,64,8,4096,12
4,1,4,32,8,4096,16
4,1,8,16,8,4096,16
4,1,16,8,8,4096,16
4,1,32,4,8,4096,16
4,1,64,2,8,4096,11
4,1,128,1,8,4096,5
4,1,1,256,8,4096,6
4,1,2,128,8,4096,6
4,1,4,64,8,4096,6
4,1,8,32,8,4096,8
4,1,16,16,8,4096,8
4,1,32,8,8,4096,8
4,1,64,4,8,4096,8
4,1,128,2,8,4096,5
4,1,256,1,8,4096,2
4,1,1,512,8,4096,3
4,1,2,256,8,4096,3
4,1,4,128,8,4096,3
4,1,8,64,8,4096,3
4,1,16,32,8,4096,4
4,1,32,16,8,4096,4
4,1,64,8,8,4096,4
4,1,128,4,8,4096,4
4,1,256,2,8,4096,2
4,1,1,1024,8,4096,1
4,1,2,512,8,4096,1
4,1,4,256,8,4096,1
4,1,8,128,8,4096,1
4,1,16,64,8,4096,1
4,1,32,32,8,4096,2
4,1,64,16,8,4096,2
4,1,128,8,8,4096,2
4,1,256,4,8,4096,2
4,1,2,1024,8,4096,0
4,1,4,512,8,4096,0
4,1,8,256,8,4096,0
4,1,16,128,8,4096,0
4,1,32,64,8,4096,0
4,1,64,32,8,4096,0
4,1,128,16,8,4096,0
4,1,256,8,8,4096,0
4,1,1,32,16,8192,32
4,1,2,16,16,8192,32
4,1,4,8,16,8192,32
4,1,8,4,16,8192,32
4,1,16,2,16,8192,22
4,1,32,1,16,8192,11
4,1,1,64,16,8192,22
4,1,2,32,16,8192,32
4,1,4,16,16,8192,24
4,1,8,8,16,8192,32
4,1,16,4,16,8192,22
4,1,32,2,16,8192,11
4,1,64,1,16,8192,5
4,1,1,128,16,8192,11
4,1,2,64,16,8192,16
4,1,4,32,16,8192,16
4,1,8,16,16,8192,12
4,1,16,8,16,8192,16
4,1,32,4,16,8192,11
4,1,64,2,16,8192,5
4,1,128,1,16,8192,2
4,1,1,256,16,8192,5
4,1,2,128,16,8192,6
4,1,4,64,16,8192,8
4,1,8,32,16,8192,8
4,1,16,16,16,8192,6
4,1,32,8,16,8192,8
4,1,64,4,16,8192,5
4,1,128,2,16,8192,2
4,1,1,512,16,8192,2
4,1,2,256,16,8192,3
4,1,4,128,16,8192,3
4,1,8,64,16,8192,4
4,1,16,32,16,8192,4
4,1,32,16,16,8192,4
4,1,64,8,16,8192,4
4,1,128,4,16,8192,2
4,1,2,512,16,8192,1
4,1,4,256,16,8192,1
4,1,8,128,16,8192,1
4,1,16,64,16,8192,2
4,1,32,32,16,8192,2
4,1,64,16,16,8192,2
4,1,128,8,16,8192,2
4,1,4,512,16,8192,0
4,1,8,256,16,8192,0
4,1,16,128,16,8192,0
4,1,32,64,16,8192,0
4,1,64,32,16,8192,0
4,1,128,16,16,8192,0
4,1,1,32,32,16384,21
4,1,2,16,32,16384,32
4,1,4,8,32,16384,32
4,1,8,4,32,16384,21
4,1,16,2,32,16384,11
4,1,32,1,32,16384,5
4,1,1,64,32,16384,11
4,1,2,32,32,16384,19
4,1,4,16,32,16384,24
4,1,8,8,32,16384,19
4,1,16,4,32,16384,11
4,1,32,2,32,16384,5
4,1,64,1,32,16384,2
4,1,1,128,32,16384,5
4,1,2,64,32,16384,10
4,1,4,32,32,16384,12
4,1,8,16,32,16384,16
4,1,16,8,32,16384,10
4,1,32,4,32,16384,5
4,1,64,2,32,16384,2
4,1,1,256,32,16384,2
4,1,2,128,32,16384,5
4,1,4,64,32,16384,8
4,1,8,32,32,16384,6
4,1,16,16,32,16384,8
4,1,32,8,32,16384,5
4,1,64,4,32,16384,2
4,1,2,256,32,16384,2
4,1,4,128,32,16384,4
4,1,8,64,32,16384,4
4,1,16,32,32,16384,3
4,1,32,16,32,16384,4
4,1,64,8,32,16384,2
4,1,4,256,32,16384,1
4,1,8,128,32,16384,2
4,1,16,64,32,16384,2
4,1,32,32,32,16384,1
4,1,64,16,32,16384,1
4,1,8,256,32,16384,0
4,1,16,128,32,16384,0
4,1,32,64,32,16384,0
4,1,64,32,32,16384,0
4,2,1,32,1,512,32
4,2,2,16,1,512,32
4,2,4,8,1,512,32
4,2,8,4,1,512,32
4,2,16,2,1,512,32
4,2,32,1,1,512,32
4,2,1,64,1,512,32
4,2,2,32,1,512,32
4,2,4,16,1,512,32
4,2,8,8,1,512,32
4,2,16,4,1,512,32
4,2,32,2,1,512,32
4,2,64,1,1,512,32
4,2,1,128,1,512,16
4,2,2,64,1,512,16
4,2,4,32,1,512,16
4,2,8,16,1,512,16
4,2,16,8,1,512,16
4,2,32,4,1,512,16
4,2,64,2,1,512,16
4,2,128,1,1,512,16
4,2,1,256,1,512,8
4,2,2,128,1,512,8
4,2,4,64,1,512,8
4,2,8,32,1,512,8
4,2,16,16,1,512,8
4,2,32,8,1,512,8
4,2,64,4,1,512,8
4,2,128,2,1,512,8
4,2,256,1,1,512,8
4,2,1,512,1,512,4
4,2,2,256,1,512,4
4,2,4,128,1,512,4
4,2,8,64,1,512,4
4,2,16,32,1,512,4
4,2,32,16,1,512,4
4,2,64,8,1,512,4
4,2,128,4,1,512,4
4,2,256,2,1,512,4
4,2,512,1,1,512,4
4,2,1,1024,1,512,2
4,2,2,512,1,512,2
4,2,4,256,1,512,2
4,2,8,128,1,512,2
4,2,16,64,1,512,2
4,2,32,32,1,512,2
4,2,64,16,1,512,2
4,2,128,8,1,512,2
4,2,256,4,1,512,2
4,2,512,2,1,512,2
4,2,1024,1,1,512,2
4,2,1,2048,1,512,0
4,2,2,1024,1,512,0
4,2,4,512,1,512,0
4,2,8,256,1,512,0
4,2,16,128,1,512,0
4,2,32,64,1,512,0
4,2,64,32,1,512,0
4,2,128,16,1,512,0
4,2,256,8,1,512,0
4,2,512,4,1,512,0
4,2,1024,2,1,512,0
4,2,2048,1,1,512,0
4,2,1,32,2,1024,32
4,2,2,16,2,1024,32
4,2,4,8,2,1024,32
4,2,8,4,2,1024,32
4,2,16,2,2,1024,32
4,2,32,1,2,1024,32
4,2,1,64,2,1024,32
4,2,2,32,2,1024,32
4,2,4,16,2,1024,32
4,2,8,8,2,1024,32
4,2,16,4,2,1024,32
4,2,32,2,2,1024,32
4,2,64,1,2,1024,32
4,2,1,128,2,1024,16
4,2,2,64,2,1024,16
4,2,4,32,2,1024,16
4,2,8,16,2,1024,16
4,2,16,8,2,1024,16
4,2,32,4,2,1024,16
4,2,64,2,2,1024,16
4,2,128,1,2,1024,16
4,2,1,256,2,1024,8
4,2,2,128,2,1024,8
4,2,4,64,2,1024,8
4,2,8,32,2,1024,8
4,2,16,16,2,1024,8
4,2,32,8,2,1024,8
4,2,64,4,2,1024,8
4,2,128,2,2,1024,8
4,2,256,1,2,1024,8
4,2,1,512,2,1024,4
4,2,2,256,2,1024,4
4,2,4,128,2,1024,4
4,2,8,64,2,1024,4
4,2,16,32,2,1024,4
4,2,32,16,2,1024,4
4,2,64,8,2,1024,4
4,2,128,4,2,1024,4
4,2,256,2,2,1024,4
4,2,512,1,2,1024,4
4,2,1,1024,2,1024,2
4,2,2,512,2,1024,2
4,2,4,256,2,1024,2
4,2,8,128,2,1024,2
4,2,16,64,2,1024,2
4,2,32,32,2,1024,2
4,2,64,16,2,1024,2
4,2,128,8,2,1024,2
4,2,256,4,2,1024,2
4,2,512,2,2,1024,2
4,2,1024,1,2,1024,2
4,2,1,2048,2,1024,0
4,2,2,1024,2,1024,0
4,2,4,512,2,1024,0
4,2,8,256,2,1024,0
4,2,16,128,2,1024,0
4,2,32,64,2,1024,0
4,2,64,32,2,1024,0
4,2,128,16,2,1024,0
4,2,256,8,2,1024,0
4,2,512,4,2,1024,0
4,2,1024,2,2,1024,0
4,2,1,32,4,2048,32
4,2,2,16,4,2048,32
4,2,4,8,4,2048,32
4,2,8,4,4,2048,32
4,2,16,2,4,2048,32
4,2,32,1,4,2048,32
4,2,1,64,4,2048,32
4,2,2,32,4,2048,24
4,2,4,16,4,2048,24
4,2,8,8,4,2048,24
4,2,16,4,4,2048,24
4,2,32,2,4,2048,24
4,2,64,1,4,2048,22
4,2,1,128,4,2048,16
4,2,2,64,4,2048,12
4,2,4,32,4,2048,12
4,2,8,16,4,2048,12
4,2,16,8,4,2048,12
4,2,32,4,4,2048,12
4,2,64,2,4,2048,12
4,2,128,1,4,2048,11
4,2,1,256,4,2048,8
4,2,2,128,4,2048,6
4,2,4,64,4,2048,6
4,2,8,32,4,2048,6
4,2,16,16,4,2048,6
4,2,32,8,4,2048,6
4,2,64,4,4,2048,6
4,2,128,2,4,2048,6
4,2,256,1,4,2048,5
4,2,1,512,4,2048,4
4,2,2,256,4,2048,3
4,2,4,128,4,2048,3
4,2,8,64,4,2048,3
4,2,16,32,4,2048,3
4,2,32,16,4,2048,3
4,2,64,8,4,2048,3
4,2,128,4,4,2048,3
4,2,256,2,4,2048,3
4,2,512,1,4,2048,2
4,2,1,1024,4,2048,2
4,2,2,512,4,2048,1
4,2,4,256,4,2048,1
4,2,8,128,4,2048,1
4,2,16,64,4,2048,2
4,2,32,32,4,2048,2
4,2,64,16,4,2048,1
4,2,128,8,4,2048,1
4,2,256,4,4,2048,1
4,2,512,2,4,2048,1
4,2,2,1024,4,2048,0
4,2,4,512,4,2048,0
4,2,8,256,4,2048,0
4,2,16,128,4,2048,0
4,2,32,64,4,2048,0
4,2,64,32,4,2048,0
4,2,128,16,4,2048,0
4,2,256,8,4,2048,0
4,2,512,4,4,2048,0
4,2,1,32,8,4096,32
4,2,2,16,8,4096,32
4,2,4,8,8,4096,32
4,2,8,4,8,4096,32
4,2,16,2,8,4096,32
4,2,32,1,8,4096,22
4,2,1,64,8,4096,22
4,2,2,32,8,4096,24
4,2,4,16,8,4096,24
4,2,8,8,8,4096,24
4,2,16,4,8,4096,24
4,2,32,2,8,4096,22
4,2,64,1,8,4096,11
4,2,1,128,8,4096,11
4,2,2,64,8,4096,12
4,2,4,32,8,4096,12
4,2,8,16,8,4096,12
4,2,16,8,8,4096,12
4,2,32,4,8,4096,12
4,2,64,2,8,4096,11
4,2,128,1,8,4096,5
4,2,1,256,8,4096,5
4,2,2,128,8,4096,6
4,2,4,64,8,4096,6
4,2,8,32,8,4096,6
4,2,16,16,8,4096,6
4,2,32,8,8,4096,6
4,2,64,4,8,4096,6
4,2,128,2,8,4096,5
4,2,256,1,8,4096,2
4,2,1,512,8,4096,2
4,2,2,256,8,4096,3
4,2,4,128,8,4096,3
4,2,8,64,8,4096,3
4,2,16,32,8,4096,3
4,2,32,16,8,4096,3
4,2,64,8,8,4096,3
4,2,128,4,8,4096,3
4,2,256,2,8,4096,2
4,2,2,512,8,4096,1
4,2,4,256,8,4096,1
4,2,8,128,8,4096,1
4,2,16,64,8,4096,1
4,2,32,32,8,4096,1
4,2,64,16,8,4096,1
4,2,128,8,8,4096,1
4,2,256,4,8,4096,1
4,2,4,512,8,4096,0
4,2,8,256,8,4096,0
4,2,16,128,8,4096,0
4,2,32,64,8,4096,0
4,2,64,32,8,4096,0
4,2,128,16,8,4096,0
4,2,256,8,8,4096,0
4,2,1,32,16,8192,22
4,2,2,16,16,8192,32
4,2,4,8,16,8192,32
4,2,8,4,16,8192,32
4,2,16,2,16,8192,22
4,2,32,1,16,8192,11
4,2,1,64,16,8192,11
4,2,2,32,16,8192,21
4,2,4,16,16,8192,24
4,2,8,8,16,8192,24
4,2,16,4,16,8192,21
4,2,32,2,16,8192,11
4,2,64,1,16,8192,5
4,2,1,128,16,8192,5
4,2,2,64,16,8192,11
4,2,4,32,16,8192,16
4,2,8,16,16,8192,12
4,2,16,8,16,8192,12
4,2,32,4,16,8192,11
4,2,64,2,16,8192,5
4,2,128,1,16,8192,2
4,2,1,256,16,8192,2
4,2,2,128,16,8192,5
4,2,4,64,16,8192,6
4,2,8,32,16,8192,8
4,2,16,16,16,8192,6
4,2,32,8,16,8192,6
4,2,64,4,16,8192,5
4,2,128,2,16,8192,2
4,2,2,256,16,8192,2
4,2,4,128,16,8192,3
4,2,8,64,16,8192,3
4,2,16,32,16,8192,4
4,2,32,16,16,8192,3
4,2,64,8,16,8192,3
4,2,128,4,16,8192,2
4,2,4,256,16,8192,1
4,2,8,128,16,8192,1
4,2,16,64,16,8192,1
4,2,32,32,16,8192,2
4,2,64,16,16,8192,1
4,2,128,8,16,8192,1
4,2,8,256,16,8192,0
4,2,16,128,16,8192,0
4,2,32,64,16,8192,0
4,2,64,32,16,8192,0
4,2,128,16,16,8192,0
4,2,1,32,32,16384,11
4,2,2,16,32,16384,19
4,2,4,8,32,16384,24
4,2,8,4,32,16384,19
4,2,16,2,32,16384,11
4,2,32,1,32,16384,5
4,2,1,64,32,16384,5
4,2,2,32,32,16384,10
4,2,4,16,32,16384,16
4,2,8,8,32,16384,16
4,2,16,4,32,16384,10
4,2,32,2,32,16384,5
4,2,64,1,32,16384,2
4,2,1,128,32,16384,2
4,2,2,64,32,16384,5
4,2,4,32,32,16384,9
4,2,8,16,32,16384,12
4,2,16,8,32,16384,9
4,2,32,4,32,16384,5
4,2,64,2,32,16384,2
4,2,2,128,32,16384,2
4,2,4,64,32,16384,5
4,2,8,32,32,16384,6
4,2,16,16,32,16384,6
4,2,32,8,32,16384,5
4,2,64,4,32,16384,2
4,2,4,128,32,16384,2
4,2,8,64,32,16384,4
4,2,16,32,32,16384,3
4,2,32,16,32,16384,3
4,2,64,8,32,16384,2
4,2,8,128,32,16384,1
4,2,16,64,32,16384,2
4,2,32,32,32,16384,1
4,2,64,16,32,16384,1
4,2,16,128,32,16384,0
4,2,32,64,32,16384,0
4,2,64,32,32,16384,0
4,4,1,32,1,512,32
4,4,2,16,1,512,32
4,4,4,8,1,512,32
4,4,8,4,1,512,32
4,4,16,2,1,512,32
4,4,32,1,1,512,32
4,4,1,64,1,512,24
4,4,2,32,1,512,24
4,4,4,16,1,512,24
4,4,8,8,1,512,24
4,4,16,4,1,512,24
4,4,32,2,1,512,24
4,4,64,1,1,512,24
4,4,1,128,1,512,12
4,4,2,64,1,512,12
4,4,4,32,1,512,12
4,4,8,16,1,512,12
4,4,16,8,1,512,12
4,4,32,4,1,512,12
4,4,64,2,1,512,12
4,4,128,1,1,512,12
4,4,1,256,1,512,6
4,4,2,128,1,512,6
4,4,4,64,1,512,6
4,4,8,32,1,512,6
4,4,16,16,1,512,6
4,4,32,8,1,512,6
4,4,64,4,1,512,6
4,4,128,2,1,512,6
4,4,256,1,1,512,6
4,4,1,512,1,512,3
4,4,2,256,1,512,3
4,4,4,128,1,512,3
4,4,8,64,1,512,3
4,4,16,32,1,512,3
4,4,32,16,1,512,3
4,4,64,8,1,512,3
4,4,128,4,1,512,3
4,4,256,2,1,512,3
4,4,512,1,1,512,3
4,4,1,1024,1,512,1
4,4,2,512,1,512,1
4,4,4,256,1,512,1
4,4,8,128,1,512,1
4,4,16,64,1,512,1
4,4,32,32,1,512,1
4,4,64,16,1,512,1
4,4,128,8,1,512,1
4,4,256,4,1,512,1
4,4,512,2,1,512,1
4,4,1024,1,1,512,1
4,4,1,2048,1,512,0
4,4,2,1024,1,512,0
4,4,4,512,1,512,0
4,4,8,256,1,512,0
4,4,16,128,1,512,0
4,4,32,64,1,512,0
4,4,64,32,1,512,0
4,4,128,16,1,512,0
4,4,256,8,1,512,0
4,4,512,4,1,512,0
4,4,1024,2,1,512,0
4,4,2048,1,1,512,0
4,4,1,32,2,1024,32
4,4,2,16,2,1024,32
4,4,4,8,2,1024,32
4,4,8,4,2,1024,32
4,4,16,2,2,1024,32
4,4,32,1,2,1024,32
4,4,1,64,2,1024,24
4,4,2,32,2,1024,24
4,4,4,16,2,1024,24
4,4,8,8,2,1024,24
4,4,16,4,2,1024,24
4,4,32,2,2,1024,24
4,4,64,1,2,1024,24
4,4,1,128,2,1024,12
4,4,2,64,2,1024,12
4,4,4,32,2,1024,12
4,4,8,16,2,1024,12
4,4,16,8,2,1024,12
4,4,32,4,2,1024,12
4,4,64,2,2,1024,12
4,4,128,1,2,1024,12
4,4,1,256,2,1024,6
4,4,2,128,2,1024,6
4,4,4,64,2,1024,6
4,4,8,32,2,1024,6
4,4,16,16,2,1024,6
4,4,32,8,2,1024,6
4,4,64,4,2,1024,6
4,4,128,2,2,1024,6
4,4,256,1,2,1024,6
4,4,1,512,2,1024,3
4,4,2,256,2,1024,3
4,4,4,128,2,1024,3
4,4,8,64,2,1024,3
4,4,16,32,2,1024,3
4,4,32,16,2,1024,3
4,4,64,8,2,1024,3
4,4,128,4,2,1024,3
4,4,256,2,2,1024,3
4,4,512,1,2,1024,3
4,4,1,1024,2,1024,1
4,4,2,512,2,1024,1
4,4,4,256,2,1024,1
4,4,8,128,2,1024,1
4,4,16,64,2,1024,1
4,4,32,32,2,1024,1
4,4,64,16,2,1024,1
4,4,128,8,2,1024,1
4,4,256,4,2,1024,1
4,4,512,2,2,1024,1
4,4,1024,1,2,1024,1
4,4,2,1024,2,1024,0
4,4,4,512,2,1024,0
4,4,8,256,2,1024,0
4,4,16,128,2,1024,0
4,4,32,64,2,1024,0
4,4,64,32,2,1024,0
4,4,128,16,2,1024,0
4,4,256,8,2,1024,0
4,4,512,4,2,1024,0
4,4,1024,2,2,1024,0
4,4,1,32,4,2048,32
4,4,2,16,4,2048,32
4,4,4,8,4,2048,32
4,4,8,4,4,2048,32
4,4,16,2,4,2048,32
4,4,32,1,4,2048,32
4,4,1,64,4,2048,20
4,4,2,32,4,2048,20
