Op	TF(CudaLib)	Roller-Top1	Roller-Top10
M3	7.81782603263855	11.203	9.6368
M4	1.7556989192962646	2.6603	2.2011
M5	5.840900182723999	10.335	8.3938
M6	22.309774160385132	41.587	34.12
