Batch	TF	TVM	Ansor	Roller-Top1	Roller-Top10
512	0.3683710813522339	3.6075765357142857	0.38822599999999996	0.67752	0.5667300000000001
1024	0.689540958404541	23.695728666666664	0.757596	1.0871	0.96268
2048	1.2772735357284546	3.547481724137931	1.44746	2.2905	1.9758
4096	2.519699311256409	25.9128185	2.87675	3.7735	3.4611
8192	5.381374526023865	16.210124714285712	5.57117	6.3054	5.9256
16384	10.340373253822326	13.759915875	10.4395	12.084	10.948
