Batch	Ansor	Autotvm
512	0.38822599999999996	3.6075765357142857
1024	0.757596	23.695728666666664
2048	1.44746	3.547481724137931
4096	2.87675	25.9128185
8192	5.57117	16.210124714285712
16384	10.4395	13.759915875
