OP	Roller-Top1	Roller-Top10
0	0.0019457340240478516	9.126454591751099
1	0.0019659996032714844	9.193771600723267
2	0.001976490020751953	9.389586448669434
3	0.0019884109497070312	9.78050947189331
4	0.001989126205444336	9.907918691635132
5	0.001996278762817383	9.942331552505493
6	0.0020017623901367188	10.18911361694336
7	0.0020165443420410156	10.245752334594727
8	0.0020246505737304688	10.281440734863281
9	0.002026796340942383	10.29281234741211
10	0.0020303726196289062	10.4950430393219
11	0.002046823501586914	10.59769606590271
12	0.0020525455474853516	10.69368314743042
13	0.002068758010864258	10.750183582305908
14	0.002069711685180664	10.957197189331055
15	0.0020704269409179688	11.021591663360596
16	0.002074003219604492	11.054752111434937
17	0.002084970474243164	11.1150381565094
18	0.0021049976348876953	11.322410821914673
19	0.0021080970764160156	11.394237279891968
20	0.0021545886993408203	11.450630187988281
21	0.0021660327911376953	11.615051984786987
22	0.0021789073944091797	11.63113522529602
23	0.0021941661834716797	11.640594959259033
24	0.0022454261779785156	11.656898021697998
25	0.002401590347290039	11.698931455612183
26	0.002428293228149414	11.753246068954468
27	0.002444028854370117	11.75403881072998
28	0.0024514198303222656	11.765212774276733
29	0.0024614334106445312	11.811326503753662
30	0.002507448196411133	11.851398706436157
31	0.0025517940521240234	11.87346339225769
32	0.0029687881469726562	11.881296157836914
33	0.003133535385131836	11.887308120727539
34	0.003210306167602539	11.891005754470825
35	0.003268718719482422	11.900452613830566
36	0.0033025741577148438	11.913399934768677
37	0.0033218860626220703	12.065255880355835
38	0.003599405288696289	12.186706781387329
39	0.003817319869995117	12.268620491027832
40	0.0038208961486816406	12.30005145072937
41	0.003827333450317383	12.310667276382446
42	0.0038483142852783203	12.357208251953125
43	0.003854990005493164	12.523846864700317
44	0.0038809776306152344	12.524027585983276
45	0.003899097442626953	12.732799291610718
46	0.003923177719116211	12.75040078163147
47	0.003972053527832031	12.956918001174927
48	0.003972291946411133	13.086747884750366
49	0.003972768783569336	13.177390813827515
50	0.00403141975402832	13.180897951126099
51	0.004384756088256836	13.220446825027466
52	0.005014896392822266	13.314728260040283
53	0.005022764205932617	13.460572481155396
54	0.005036354064941406	13.51902174949646
55	0.0050427913665771484	13.520879745483398
56	0.00505518913269043	13.787223100662231
57	0.00506281852722168	13.795636653900146
58	0.005075216293334961	13.904409408569336
59	0.0050809383392333984	14.000913858413696
60	0.005083322525024414	14.0722017288208
61	0.005095958709716797	14.082073211669922
62	0.005101680755615234	14.38480019569397
63	0.005101680755615234	14.385100603103638
64	0.00512385368347168	14.829784631729126
65	0.005133390426635742	14.956498146057129
66	0.00513458251953125	14.957842588424683
67	0.0051500797271728516	15.532439708709717
68	0.005152225494384766	15.566378593444824
69	0.005156993865966797	15.5705246925354
70	0.005168914794921875	15.59545087814331
71	0.0051724910736083984	15.728334903717041
72	0.00519108772277832	15.737004041671753
73	0.005192756652832031	15.764248609542847
74	0.00520014762878418	15.785136222839355
75	0.005206108093261719	15.80769968032837
76	0.005228281021118164	16.074860095977783
77	0.005238056182861328	16.125229835510254
78	0.0052490234375	16.205817461013794
79	0.0052547454833984375	16.40212917327881
80	0.005272865295410156	16.405739068984985
81	0.0052759647369384766	16.43106722831726
82	0.005297660827636719	16.508127212524414
83	0.005298137664794922	16.525021076202393
84	0.00530552864074707	16.540414810180664
85	0.00531315803527832	16.568893909454346
86	0.005326032638549805	16.647367000579834
87	0.005408048629760742	16.66142702102661
88	0.0054166316986083984	16.687198877334595
89	0.005426645278930664	16.759077548980713
90	0.0054454803466796875	16.844850063323975
91	0.0054590702056884766	16.938014268875122
92	0.005481243133544922	17.05042052268982
93	0.00550389289855957	17.134137868881226
94	0.005516529083251953	17.189103841781616
95	0.005553722381591797	17.667344093322754
96	0.005576372146606445	17.85535502433777
97	0.0055921077728271484	17.931302070617676
98	0.005594730377197266	17.954920768737793
99	0.005602121353149414	18.29011106491089
100	0.005609989166259766	18.310958862304688
101	0.005662679672241211	18.53459596633911
102	0.005663394927978516	18.64894199371338
103	0.005704164505004883	18.74388360977173
104	0.0057373046875	18.761329174041748
105	0.005762815475463867	18.86802077293396
106	0.00577998161315918	18.970561027526855
107	0.005794525146484375	19.0119206905365
108	0.00580143928527832	19.305182695388794
109	0.005807399749755859	20.02681303024292
110	0.0058438777923583984	20.647869348526
111	0.005876779556274414	20.821239709854126
112	0.0058994293212890625	20.855637311935425
113	0.00606083869934082	24.92672109603882
114	0.006102323532104492	26.54538059234619
115	0.006182432174682617	29.52608585357666
116	0.006197929382324219	30.088388919830322
117	0.006606101989746094	32.88227319717407
118	0.007039785385131836	46.49784445762634
