Batch	Ansor	Autotvm
128	3.17169	4.11633144
256	6.603890000000001	7.659730857142858
512	12.519499999999999	15.880859142857144
1024	24.860699999999998	30.48107675
2048	0	60.41895875
4096	0	144.378916
8192	0	293.70758975
